"","Sample.name","Sex","Phase","Brood.date","Sample","Tank","File.name.ind.geno","MajorMinor"
"29","BLACK_A.I5A","M",1,NA,"BLACK_A","I5A","Ind81.1","AB"
"30","BLACK_A.I5A","M",1,NA,"BLACK_A","I5A","Ind81.2","BB"
"31","BLACK.B2","M",2,NA,"BLACK","B2","Ind74","AA"
"32","BLACK.B2","M",2,NA,"BLACK","B2","Ind74.1","AB"
"33","BLACK.B2","M",2,NA,"BLACK","B2","Ind74.2","BB"
"34","BLACK.B5A","M",1,NA,"BLACK","B5A","Ind5","AA"
"35","BLACK.B5A","M",1,NA,"BLACK","B5A","Ind5.1","AB"
"36","BLACK.B5A","M",1,NA,"BLACK","B5A","Ind5.2","BB"
"37","BLACK_B.I5A","M",1,NA,"BLACK_B","I5A","Ind93","AA"
"38","BLACK_B.I5A","M",1,NA,"BLACK_B","I5A","Ind93.1","AB"
"39","BLACK_B.I5A","M",1,NA,"BLACK_B","I5A","Ind93.2","BB"
"40","BLACK.C2","M",2,NA,"BLACK","C2","Ind68","AA"
"41","BLACK.C2","M",2,NA,"BLACK","C2","Ind68.1","AB"
"42","BLACK.C2","M",2,NA,"BLACK","C2","Ind68.2","BB"
"43","BLACK.D2","M",2,NA,"BLACK","D2","Ind6","AA"
"44","BLACK.D2","M",2,NA,"BLACK","D2","Ind6.1","AB"
"45","BLACK.D2","M",2,NA,"BLACK","D2","Ind6.2","BB"
"46","BLACK.E2","M",2,NA,"BLACK","E2","Ind87","AA"
"47","BLACK.E2","M",2,NA,"BLACK","E2","Ind87.1","AB"
"48","BLACK.E2","M",2,NA,"BLACK","E2","Ind87.2","BB"
"49","BLACK.F2","M",2,NA,"BLACK","F2","Ind14","AA"
"50","BLACK.F2","M",2,NA,"BLACK","F2","Ind14.1","AB"
"51","BLACK.F2","M",2,NA,"BLACK","F2","Ind14.2","BB"
"52","BLACK.G2","M",2,NA,"BLACK","G2","Ind42","AA"
"53","BLACK.G2","M",2,NA,"BLACK","G2","Ind42.1","AB"
"54","BLACK.G2","M",2,NA,"BLACK","G2","Ind42.2","BB"
"55","BLACK.I4A","M",1,NA,"BLACK","I4A","Ind45","AA"
"56","BLACK.I4A","M",1,NA,"BLACK","I4A","Ind45.1","AB"
"57","BLACK.I4A","M",1,NA,"BLACK","I4A","Ind45.2","BB"
"58","BLUE_A.B5A","F",1,NA,"BLUE_A","B5A","Ind77","AA"
"59","BLUE_A.B5A","F",1,NA,"BLUE_A","B5A","Ind77.1","AB"
"60","BLUE_A.B5A","F",1,NA,"BLUE_A","B5A","Ind77.2","BB"
"61","BLUE.B2","M",2,NA,"BLUE","B2","Ind4","AA"
"62","BLUE.B2","M",2,NA,"BLUE","B2","Ind4.1","AB"
"63","BLUE.B2","M",2,NA,"BLUE","B2","Ind4.2","BB"
"64","BLUE_B.B5A","F",1,NA,"BLUE_B","B5A","Ind89","AA"
"65","BLUE_B.B5A","F",1,NA,"BLUE_B","B5A","Ind89.1","AB"
"66","BLUE_B.B5A","F",1,NA,"BLUE_B","B5A","Ind89.2","BB"
"67","BLUE.C2","M",2,NA,"BLUE","C2","Ind49","AA"
"68","BLUE.C2","M",2,NA,"BLUE","C2","Ind49.1","AB"
"69","BLUE.C2","M",2,NA,"BLUE","C2","Ind49.2","BB"
"70","BLUE.E2","M",2,NA,"BLUE","E2","Ind1","AA"
"71","BLUE.E2","M",2,NA,"BLUE","E2","Ind1.1","AB"
"72","BLUE.E2","M",2,NA,"BLUE","E2","Ind1.2","BB"
"73","BLUE.F2","M",2,NA,"BLUE","F2","Ind38","AA"
"74","BLUE.F2","M",2,NA,"BLUE","F2","Ind38.1","AB"
"75","BLUE.F2","M",2,NA,"BLUE","F2","Ind38.2","BB"
"76","BLUE.G2","M",2,NA,"BLUE","G2","Ind20","AA"
"77","BLUE.G2","M",2,NA,"BLUE","G2","Ind20.1","AB"
"78","BLUE.G2","M",2,NA,"BLUE","G2","Ind20.2","BB"
"79","BLUE.I4A","F",1,NA,"BLUE","I4A","Ind71","AA"
